step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_completed_vehicles,system_n_vehicles,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,cumulative_rewards
0.0,0,0.0,,0.0,0,0,0,0.0,1.0,0,0.0,0.0,0.0
5.0,0,0.0,0.0,5.16968358825737,0,12,0,0.0,0.35362145088016955,0,0.0,0.35362145088016955,0.35362145088016955
10.0,0,0.0,0.0,12.573165306805222,0,14,0,0.0,0.8719901115914342,0,0.0,0.8719901115914342,1.2256115624716037
15.0,0,0.0,0.0,8.459086078022043,0,18,0,0.0,0.5695943444891816,0,0.0,0.5695943444891816,1.7952059069607853
20.0,5,14.0,0.5833333333333334,6.0684536954566015,0,24,5,14.0,0.38167398948683273,5,14.0,0.38167398948683273,2.176879896447618
25.0,12,46.0,1.7037037037037037,6.787204645652088,1,27,12,46.0,0.3734351181511799,12,46.0,0.3734351181511799,2.550315014598798
30.0,8,73.0,2.607142857142857,6.641722661254746,2,28,8,73.0,0.35860805487774705,8,73.0,0.35860805487774705,2.908923069476545
35.0,15,132.0,5.076923076923077,4.964401958958304,6,26,15,132.0,0.30002679503654145,15,132.0,0.30002679503654145,3.2089498645130865
40.0,17,182.0,4.918918918918919,3.407318993960452,7,37,17,189.0,0.21212219004851016,17,189.0,0.21212219004851016,3.4210720545615967
45.0,14,252.0,6.631578947368421,6.2449231610195195,8,38,14,252.0,0.3664485514176202,14,252.0,0.3664485514176202,3.787520605979217
50.0,19,340.0,8.292682926829269,5.426358254146857,9,41,19,340.0,0.29618734742573566,19,340.0,0.29618734742573566,4.083707953404953
55.0,27,442.0,10.279069767441861,3.193044318339818,13,43,27,442.0,0.1246421155621721,27,442.0,0.1246421155621721,4.208350068967125
60.0,21,348.0,8.487804878048781,4.0090551681777855,15,41,21,482.0,0.21578261880781938,21,482.0,0.21578261880781938,4.424132687774944
65.0,15,255.0,5.930232558139535,4.2705756004548086,19,43,15,434.0,0.22029361392666758,15,434.0,0.22029361392666758,4.644426301701611
70.0,19,326.0,7.2444444444444445,4.938881625859504,19,45,19,459.0,0.2222535325742388,19,459.0,0.2222535325742388,4.866679834275851
75.0,27,439.0,9.340425531914894,2.491793128952617,23,47,27,572.0,0.11118464551688712,27,572.0,0.11118464551688712,4.977864479792737
80.0,35,599.0,11.745098039215685,2.565226145630675,27,51,35,732.0,0.1874982265287497,35,732.0,0.1874982265287497,5.165362706321487
85.0,43,784.0,14.254545454545454,2.1536812005675725,27,55,43,917.0,0.1629665675654676,43,917.0,0.1629665675654676,5.328329273886954
90.0,43,992.0,17.403508771929825,1.8946396342742988,27,57,43,1125.0,0.09398242311359672,43,1125.0,0.09398242311359672,5.422311697000551
95.0,47,1225.0,20.081967213114755,1.7983369373233888,27,61,47,1358.0,0.07095961658177481,47,1358.0,0.07095961658177481,5.493271313582326
100.0,55,1478.0,22.73846153846154,1.1759917863319849,29,65,55,1611.0,0.06289852962308581,55,1611.0,0.06289852962308581,5.556169843205412
105.0,50,1547.0,23.8,0.9286820609215833,31,65,50,1763.0,0.05635864481301318,50,1763.0,0.05635864481301318,5.612528488018425
110.0,47,1487.0,20.36986301369863,1.6190201172148182,31,73,47,1815.0,0.05500396780271593,47,1815.0,0.05500396780271593,5.667532455821141
115.0,45,1557.0,19.70886075949367,2.540665633800717,31,79,45,2040.0,0.12769212867768823,45,2040.0,0.12769212867768823,5.79522458449883
120.0,49,1758.0,22.83116883116883,1.9625426978664477,33,77,49,2269.0,0.10610156999865773,49,2269.0,0.10610156999865773,5.901326154497488
125.0,61,2040.0,25.82278481012658,1.2798059636337726,37,79,61,2551.0,0.05915188831963784,61,2551.0,0.05915188831963784,5.960478042817126
130.0,70,2363.0,28.46987951807229,0.9459161422971277,37,83,70,2874.0,0.023513079962736452,70,2874.0,0.023513079962736452,5.983991122779862
135.0,75,2732.0,31.767441860465116,0.9366189688290915,38,86,75,3245.0,0.0370155869219174,75,3245.0,0.0370155869219174,6.02100670970178
140.0,84,3128.0,35.95402298850575,0.04719160741136747,41,87,84,3641.0,0.002913888880319194,84,3641.0,0.002913888880319194,6.023920598582099
145.0,92,3553.0,37.797872340425535,0.004379325751532113,41,94,92,4066.0,0.00026509112983762016,92,4066.0,0.00026509112983762016,6.024185689711937
150.0,90,3993.0,41.59375,0.46744143721962567,41,96,90,4506.0,0.0338659165714798,90,4506.0,0.0338659165714798,6.058051606283416
155.0,92,4447.0,45.37755102040816,0.5883396168874909,41,98,92,4960.0,0.04286719214862191,92,4960.0,0.04286719214862191,6.100918798432038
160.0,88,4641.0,47.357142857142854,0.46675368826067737,41,98,88,5244.0,0.027157369156060363,88,5244.0,0.027157369156060363,6.128076167588098
165.0,81,4642.0,46.42,1.180260731442982,41,100,81,5363.0,0.037034944704711886,81,5363.0,0.037034944704711886,6.16511111229281
170.0,72,4679.0,46.79,1.882590103310116,41,100,72,5577.0,0.06373173530368499,72,5577.0,0.06373173530368499,6.228842847596495
175.0,70,4672.0,48.666666666666664,1.476285184764242,45,96,70,5921.0,0.0375434605028908,70,5921.0,0.0375434605028908,6.266386308099386
180.0,72,4922.0,52.924731182795696,1.1287537610302694,48,93,72,6269.0,0.03432098933307933,72,6269.0,0.03432098933307933,6.300707297432465
185.0,76,5298.0,54.06122448979592,0.6425922463717297,53,98,76,6645.0,0.04503645153737828,76,6645.0,0.04503645153737828,6.345743748969844
190.0,86,5706.0,57.06,0.6575424397393739,53,100,86,7055.0,0.046228985845677466,86,7055.0,0.046228985845677466,6.391972734815521
195.0,94,6161.0,60.40196078431372,0.563094286436064,53,102,94,7510.0,0.020582611111884794,94,7510.0,0.020582611111884794,6.412555345927406
200.0,98,6643.0,63.875,0.5639597531670449,53,104,98,7994.0,0.002640218175085805,98,7994.0,0.002640218175085805,6.415195564102492
205.0,98,7133.0,69.25242718446601,0.6073176098068466,54,103,98,8484.0,0.016102953694937038,98,8484.0,0.016102953694937038,6.431298517797429
210.0,100,7626.0,76.26,0.0011716153961239967,57,100,100,8977.0,8.60865176770834e-05,100,8977.0,8.60865176770834e-05,6.431384604315106
215.0,100,8126.0,81.26,2.0895599295490117e-06,57,100,100,9477.0,1.3453378600818006e-07,100,9477.0,1.3453378600818006e-07,6.431384738848892
220.0,101,8626.0,81.37735849056604,0.2413178326287204,57,106,101,9977.0,0.017612843080105633,101,9977.0,0.017612843080105633,6.448997581928998
225.0,100,9126.0,86.09433962264151,0.4640755795456266,57,106,100,10477.0,0.033893705321143545,100,10477.0,0.033893705321143545,6.482891287250141
230.0,102,9633.0,90.87735849056604,0.48268570162884505,57,106,102,10984.0,0.03504491265165032,102,10984.0,0.03504491265165032,6.517936199901792
235.0,104,10143.0,93.91666666666667,0.48916865409163035,57,108,104,11494.0,0.0,104,11494.0,0.0,6.517936199901792
240.0,102,10653.0,98.63888888888889,0.6453869478378754,57,108,102,12004.0,0.013489796300409694,102,12004.0,0.013489796300409694,6.531425996202201
245.0,104,11166.0,107.36538461538461,0.0002066520784681508,61,104,104,12517.0,1.52168219077974e-05,104,12517.0,1.52168219077974e-05,6.531441213024109
250.0,98,11208.0,107.76923076923077,0.15688362535308925,61,104,98,12727.0,0.004871542261721265,98,12727.0,0.004871542261721265,6.53631275528583
255.0,90,11070.0,102.5,1.133657308384447,61,108,90,12618.0,0.037758046210822356,90,12618.0,0.037758046210822356,6.574070801496652
260.0,82,10762.0,97.83636363636364,1.7527365935614123,61,110,82,12772.0,0.06641765309964663,82,12772.0,0.06641765309964663,6.640488454596299
265.0,80,10457.0,98.65094339622641,1.4201591927413468,65,106,80,13175.0,0.07050138773962822,80,13175.0,0.07050138773962822,6.710989842335927
270.0,76,9293.0,91.1078431372549,0.9630586684147496,69,102,76,13135.0,0.043240324577436096,76,13135.0,0.043240324577436096,6.754230166913363
275.0,75,7896.0,73.11111111111111,1.5701948953027107,69,108,75,12668.0,0.050693855447924395,75,12668.0,0.050693855447924395,6.804924022361288
280.0,76,6660.0,61.666666666666664,1.2435371570524325,71,108,76,13027.0,0.03305301621503405,76,13027.0,0.03305301621503405,6.837977038576322
285.0,81,5615.0,52.971698113207545,0.8284137934926882,75,106,81,13421.0,0.02623786076305097,81,13421.0,0.02623786076305097,6.864214899339373
290.0,85,5300.0,49.074074074074076,0.6454663644210792,77,108,85,13842.0,0.028375208570116658,85,13842.0,0.028375208570116658,6.89259010790949
295.0,92,5747.0,51.77477477477478,0.4625780086397639,79,111,92,14289.0,0.03243593892904865,92,14289.0,0.03243593892904865,6.925026046838538
300.0,100,6236.0,55.67857142857143,0.5226658064684065,79,112,100,14778.0,0.036754065143143486,100,14778.0,0.036754065143143486,6.961780111981682
305.0,104,6606.0,57.94736842105263,0.315053381580816,79,114,104,14833.0,0.015115661823507046,104,14833.0,0.015115661823507046,6.976895773805189
310.0,98,6896.0,59.44827586206897,0.9410311681704745,79,116,98,14448.0,0.02330012589809195,98,14448.0,0.02330012589809195,7.0001958997032805
315.0,90,7183.0,61.922413793103445,1.2991908529799048,79,116,90,14691.0,0.03162037487823588,90,14691.0,0.03162037487823588,7.031816274581517
320.0,87,7463.0,66.63392857142857,1.188757131952912,83,112,87,15118.0,0.02664650722953897,87,15118.0,0.02664650722953897,7.0584627818110555
325.0,92,7814.0,69.15044247787611,0.8230393372107407,86,113,92,15552.0,0.02420300951294112,92,15552.0,0.02420300951294112,7.082665791323997
330.0,99,8284.0,72.66666666666667,0.4532985295145374,90,114,99,16022.0,0.03027540080810884,99,16022.0,0.03027540080810884,7.112941192132106
335.0,104,8794.0,75.8103448275862,0.5533250749158722,90,116,104,16532.0,0.03689691192626874,104,16532.0,0.03689691192626874,7.149838104058374
340.0,110,9330.0,79.0677966101695,0.49772655932331256,90,118,110,17069.0,0.016938410600377703,110,17069.0,0.016938410600377703,7.166776514658752
345.0,114,9893.0,83.83898305084746,0.49249085912108015,90,118,114,17634.0,6.788681327992091e-05,114,17634.0,6.788681327992091e-05,7.166844401472032
350.0,108,8570.0,73.24786324786325,0.5487893048619886,91,117,108,17533.0,0.006563663272814759,108,17533.0,0.006563663272814759,7.173408064744846
355.0,98,6610.0,57.98245614035088,0.965518015552356,94,114,98,16821.0,0.030044558533054863,98,16821.0,0.030044558533054863,7.203452623277901
360.0,91,5679.0,49.81578947368421,1.3083256430922485,94,114,91,16727.0,0.03338490699678487,91,16727.0,0.03338490699678487,7.236837530274686
365.0,87,5107.0,44.79824561403509,0.9905249398821823,98,114,87,17168.0,0.042506352007569935,87,17168.0,0.042506352007569935,7.279343882282256
370.0,83,5027.0,45.7,1.0194114072535911,102,110,83,17057.0,0.06668475041855675,83,17057.0,0.06668475041855675,7.346028632700813
375.0,80,4930.0,43.24561403508772,1.5460362396947165,102,114,80,16428.0,0.07174636147658797,80,16428.0,0.07174636147658797,7.417774994177401
380.0,80,4888.0,42.504347826086956,1.3311978836541307,103,115,80,16580.0,0.03930025244890707,80,16580.0,0.03930025244890707,7.457075246626308
385.0,83,4880.0,43.96396396396396,1.0676292605118098,107,111,83,16990.0,0.028080219269140186,83,16990.0,0.028080219269140186,7.485155465895448
390.0,89,5132.0,47.08256880733945,0.8029451755844157,109,109,89,17420.0,0.024471143293082774,89,17420.0,0.024471143293082774,7.509626609188531
395.0,97,5600.0,51.37614678899082,0.19365444331871498,113,109,97,17888.0,0.013584878651857995,97,17888.0,0.013584878651857995,7.523211487840388
400.0,109,6106.0,52.18803418803419,0.16194782767798935,113,117,109,18395.0,0.012750200486084466,109,18395.0,0.012750200486084466,7.535961688326473
405.0,105,5787.0,49.04237288135593,0.5582230391438694,113,118,105,18384.0,0.03705390475021557,105,18384.0,0.03705390475021557,7.573015593076688
410.0,98,4889.0,41.432203389830505,1.3190683917677117,113,118,98,17842.0,0.05401221917508391,98,17842.0,0.05401221917508391,7.627027812251772
415.0,92,4257.0,36.07627118644068,1.5855801675945795,113,118,92,17804.0,0.03458264961069977,92,17804.0,0.03458264961069977,7.661610461862471
