step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_completed_vehicles,system_n_vehicles,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,cumulative_rewards
0.0,0,0.0,,0.0,0,0,0,0.0,1.0,0,0.0,0.0,0.0
5.0,0,0.0,0.0,5.985449301001306,0,12,0,0.0,0.43462809234444477,0,0.0,0.43462809234444477,0.43462809234444477
10.0,0,0.0,0.0,10.988171829581692,0,14,0,0.0,0.8015066508026635,0,0.0,0.8015066508026635,1.2361347431471081
15.0,0,0.0,0.0,8.4643626586314,0,18,0,0.0,0.5867176331491697,0,0.0,0.5867176331491697,1.8228523762962778
20.0,6,16.0,0.6666666666666666,5.786185010601689,0,24,6,16.0,0.3231352725790599,6,16.0,0.3231352725790599,2.1459876488753378
25.0,14,61.0,2.1785714285714284,6.202577769419308,0,28,14,61.0,0.37592699948444425,14,61.0,0.37592699948444425,2.521914648359782
30.0,12,115.0,4.2592592592592595,5.878910899694087,3,27,12,115.0,0.3157027606215717,12,115.0,0.3157027606215717,2.837617408981354
35.0,12,115.0,4.107142857142857,5.9833849194151885,4,28,12,141.0,0.33663676808054316,12,141.0,0.33663676808054316,3.174254177061897
40.0,18,178.0,4.944444444444445,4.048563691059525,8,36,18,178.0,0.21137247915680998,18,178.0,0.21137247915680998,3.385626656218707
45.0,13,126.0,3.3157894736842106,5.902340230571181,8,38,13,199.0,0.3528954914593122,13,199.0,0.3528954914593122,3.7385221476780193
50.0,8,126.0,3.3157894736842106,6.193976530572923,12,38,8,171.0,0.37313508696578446,8,171.0,0.37313508696578446,4.111657234643804
55.0,18,188.0,4.372093023255814,5.55126128741905,12,43,18,188.0,0.22037168940123417,18,188.0,0.22037168940123417,4.332028924045038
60.0,14,125.0,3.125,5.384140944999592,16,40,14,190.0,0.2670616217905943,14,190.0,0.2670616217905943,4.599090545835632
65.0,20,213.0,5.071428571428571,4.605305256707224,20,42,20,213.0,0.18634764168636694,20,213.0,0.18634764168636694,4.785438187521999
70.0,24,326.0,8.15,4.733625026849649,24,40,24,326.0,0.22236528676121275,24,326.0,0.22236528676121275,5.007803474283212
75.0,28,450.0,10.0,2.7137627699303533,27,45,28,450.0,0.1113060235724099,28,450.0,0.1113060235724099,5.1191094978556215
80.0,24,480.0,10.212765957446809,3.899017088233307,30,47,24,547.0,0.2443726742764053,24,547.0,0.2443726742764053,5.363482172132027
85.0,25,545.0,10.9,4.146829220808563,32,50,25,586.0,0.2350449446702621,25,586.0,0.2350449446702621,5.598527116802289
90.0,29,668.0,12.846153846153847,4.612158532981153,32,52,29,668.0,0.15387284892650915,29,668.0,0.15387284892650915,5.752399965728799
95.0,31,811.0,15.596153846153847,3.5715339484023323,35,52,31,811.0,0.1242810779106183,31,811.0,0.1242810779106183,5.876681043639417
100.0,39,985.0,18.24074074074074,2.6154673216407422,40,54,39,985.0,0.10372792147523147,39,985.0,0.10372792147523147,5.980408965114648
105.0,38,1175.0,22.596153846153847,2.0772030841786497,44,52,38,1175.0,0.11968549039691766,38,1175.0,0.11968549039691766,6.100094455511566
110.0,38,1116.0,19.24137931034483,1.2202703747407355,46,58,38,1264.0,0.07463409227604074,38,1264.0,0.07463409227604074,6.174728547787606
115.0,42,1271.0,19.859375,2.9707893360115696,46,64,42,1312.0,0.15008925664997472,42,1312.0,0.15008925664997472,6.324817804437581
120.0,41,1351.0,21.109375,3.186540101032103,46,64,41,1476.0,0.1457580833089937,41,1476.0,0.1457580833089937,6.470575887746574
125.0,37,1478.0,22.393939393939394,2.700743761791978,50,66,37,1580.0,0.10454168165875216,37,1580.0,0.10454168165875216,6.575117569405326
130.0,43,1657.0,24.36764705882353,2.3589957943450077,52,68,43,1726.0,0.08012238636258467,43,1726.0,0.08012238636258467,6.655239955767911
135.0,50,1892.0,27.823529411764707,2.421365994672084,56,68,50,1953.0,0.07317868996595146,50,1953.0,0.07317868996595146,6.728418645733862
140.0,51,2068.0,30.865671641791046,1.872267683046976,59,67,51,2156.0,0.05979265900352929,51,2156.0,0.05979265900352929,6.788211304737391
145.0,58,2328.0,33.73913043478261,1.4712498355166386,63,69,58,2389.0,0.028140686434346637,58,2389.0,0.028140686434346637,6.816351991171738
150.0,54,2598.0,37.114285714285714,2.046341155395065,64,70,54,2659.0,0.0790495805620681,54,2659.0,0.0790495805620681,6.895401571733806
155.0,56,2877.0,42.30882352941177,1.7548331856215493,67,68,56,2938.0,0.0915212562012681,56,2938.0,0.0915212562012681,6.986922827935074
160.0,60,3168.0,46.588235294117645,0.9826250114853093,70,68,60,3229.0,0.0442187355373411,60,3229.0,0.0442187355373411,7.031141563472415
165.0,56,2759.0,38.31944444444444,1.1172447953076612,70,72,56,3282.0,0.048966734061931805,56,3282.0,0.048966734061931805,7.0801082975343475
170.0,50,2015.0,27.22972972972973,2.265890313573288,70,74,50,3080.0,0.08394188068722643,50,3080.0,0.08394188068722643,7.164050178221574
175.0,47,1588.0,21.45945945945946,2.2050895320921082,72,74,47,3297.0,0.07895999477296994,47,3297.0,0.07895999477296994,7.243010172994544
180.0,45,1194.0,16.816901408450704,1.6562848108140311,75,71,45,3517.0,0.05646118640805261,45,3517.0,0.05646118640805261,7.299471359402596
185.0,41,1159.0,15.25,1.7660923607007577,78,76,41,3487.0,0.09251530926474962,41,3487.0,0.09251530926474962,7.391986668667346
190.0,43,1315.0,16.645569620253166,2.7304907629662423,80,79,43,3153.0,0.1350565019805012,43,3153.0,0.1350565019805012,7.527043170647847
195.0,41,1491.0,18.182926829268293,3.2085101966414737,80,82,41,2880.0,0.1116427073719857,41,2880.0,0.1116427073719857,7.638685878019833
200.0,45,1567.0,18.654761904761905,2.3697969884381687,84,84,45,3021.0,0.0816368751532935,45,3021.0,0.0816368751532935,7.720322753173126
