step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_completed_vehicles,system_n_vehicles,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,rewards,cumulative_rewards
0.0,0,0.0,,0.0,0,0,0,0.0,1.0,0,0.0,0.0,0.0
5.0,0,0.0,0.0,6.012915945860246,0,12,0,0.0,0.44419795882540686,0,0.0,0.0,0.0
10.0,0,0.0,0.0,11.535280837165885,0,14,0,0.0,0.8453328886376068,0,0.0,0.0,0.0
15.0,0,0.0,0.0,8.686632425474109,0,18,0,0.0,0.5936390762571334,0,0.0,0.0,0.0
20.0,7,23.0,0.9583333333333334,5.158350664012508,0,24,7,23.0,0.30427701898463133,7,23.0,-0.23,-0.23
25.0,12,56.0,2.074074074074074,5.433951354968746,1,27,12,58.0,0.3462850394085481,12,58.0,-0.35,-0.58
30.0,10,102.0,3.642857142857143,6.081652318048249,2,28,10,102.0,0.3222492362428266,10,102.0,-0.44000000000000006,-1.02
35.0,12,162.0,5.4,6.244143683765364,2,30,12,162.0,0.2982352115810119,12,162.0,-0.6000000000000001,-1.62
40.0,20,233.0,5.9743589743589745,3.453818693437572,5,39,20,233.0,0.1540774744503349,20,233.0,-0.71,-2.33
45.0,17,303.0,8.416666666666666,4.511353253132106,10,36,17,309.0,0.34417862714422165,17,309.0,-0.7599999999999998,-3.09
50.0,16,383.0,9.575,5.106084364736903,10,40,16,383.0,0.3096336143496461,16,383.0,-0.7400000000000002,-3.83
55.0,27,485.0,10.777777777777779,4.224947315023681,10,45,27,485.0,0.1951249753223812,27,485.0,-1.0199999999999996,-4.85
60.0,20,431.0,10.261904761904763,3.6538251449516794,14,42,20,520.0,0.189801253551718,20,520.0,-0.35000000000000053,-5.2
65.0,26,538.0,12.227272727272727,3.9749040308950083,18,44,26,547.0,0.206028356240744,26,547.0,-0.2699999999999996,-5.47
70.0,24,645.0,14.021739130434783,3.6706266863869637,18,46,24,663.0,0.1537274007128937,24,663.0,-1.1600000000000001,-6.63
75.0,28,783.0,15.66,3.3127926320160084,22,50,28,792.0,0.12744058648831158,28,792.0,-1.29,-7.92
80.0,30,933.0,17.27777777777778,4.624478213546977,24,54,30,942.0,0.2137784504242555,30,942.0,-1.5,-9.42
85.0,36,1089.0,19.8,3.549524344619992,27,55,36,1098.0,0.1618491602708874,36,1098.0,-1.5600000000000005,-10.98
90.0,38,1269.0,24.403846153846153,2.5260183795698268,32,52,38,1278.0,0.11855418120929419,38,1278.0,-1.799999999999999,-12.78
95.0,44,1477.0,27.35185185185185,2.0904764885857685,34,54,44,1486.0,0.08347846179436638,44,1486.0,-2.08,-14.86
100.0,46,1697.0,28.76271186440678,2.4683140011492286,35,59,46,1706.0,0.10585616508039603,46,1706.0,-2.1999999999999993,-17.06
105.0,50,1929.0,33.258620689655174,1.4622900383885993,38,58,50,1938.0,0.043822939851147366,50,1938.0,-2.3200000000000003,-19.38
110.0,51,2179.0,34.046875,1.5503943420372486,39,64,51,2188.0,0.055686250910238155,51,2188.0,-2.5,-21.88
115.0,49,2234.0,32.85294117647059,2.2964024635163574,40,68,49,2334.0,0.1184484718955177,49,2334.0,-1.4600000000000009,-23.34
120.0,48,2470.0,37.42424242424242,3.0423284731666813,42,66,48,2470.0,0.1524404118544571,48,2470.0,-1.3599999999999994,-24.7
125.0,49,2697.0,40.25373134328358,2.2624406052756068,43,67,49,2701.0,0.0814099674602137,49,2701.0,-2.3100000000000023,-27.01
130.0,52,2951.0,43.39705882352941,2.3663406769875093,46,68,52,2951.0,0.0695350764928227,52,2951.0,-2.5,-29.51
135.0,52,3211.0,47.92537313432836,2.726586844359885,49,67,52,3211.0,0.077558737394087,52,3211.0,-2.599999999999998,-32.11
140.0,54,3473.0,53.43076923076923,1.8559762757401566,53,65,54,3473.0,0.06910924376775944,54,3473.0,-2.6199999999999974,-34.73
145.0,59,3743.0,56.71212121212121,1.3103729682324978,57,66,59,3743.0,0.05637217321864165,59,3743.0,-2.700000000000003,-37.43
150.0,54,4013.0,59.01470588235294,2.1062392903178044,58,68,54,4013.0,0.10687563555461721,54,4013.0,-2.700000000000003,-40.13
155.0,54,4283.0,62.98529411764706,2.335468191644931,60,68,54,4283.0,0.12366316467585434,54,4283.0,-2.6999999999999957,-42.83
160.0,51,4422.0,65.02941176470588,1.4909159651162536,62,68,51,4482.0,0.07480260810500036,51,4482.0,-1.990000000000002,-44.82
165.0,54,4691.0,65.15277777777777,2.273361559605062,62,72,54,4691.0,0.07362986650608422,54,4691.0,-2.0899999999999963,-46.91
170.0,52,4942.0,68.63888888888889,2.6540127596430003,64,72,52,4946.0,0.08349101135313086,52,4946.0,-2.5500000000000043,-49.46
175.0,54,5202.0,74.31428571428572,2.4349465735586704,68,70,54,5202.0,0.0548789782628173,54,5202.0,-2.5600000000000023,-52.02
180.0,48,4817.0,72.98484848484848,2.5524914668100624,72,66,48,5213.0,0.06554853739463538,48,5213.0,-0.10999999999999943,-52.13
185.0,38,4607.0,67.75,3.3009402650467328,76,68,38,5027.0,0.12123059718157311,38,5027.0,1.8599999999999994,-50.27
190.0,40,4800.0,70.58823529411765,3.7789448271623836,80,68,40,5068.0,0.16670540812681897,40,5068.0,-0.4099999999999966,-50.68
195.0,45,5012.0,78.3125,3.573151456742735,84,64,45,5280.0,0.13173637268330854,45,5280.0,-2.1199999999999974,-52.8
200.0,44,4176.0,65.25,1.9939856347918405,88,64,44,5143.0,0.04839691590615343,44,5143.0,1.3699999999999974,-51.43
205.0,40,2782.0,43.46875,2.868180516084948,92,64,40,4647.0,0.11272771678983397,40,4647.0,4.960000000000001,-46.47
210.0,30,1814.0,29.258064516129032,3.4791543618940124,94,62,30,4804.0,0.17118286507478347,30,4804.0,-1.5700000000000003,-48.04
215.0,30,974.0,16.233333333333334,3.1334629643650236,98,60,30,4956.0,0.11727070829250143,30,4956.0,-1.5200000000000031,-49.56
220.0,34,464.0,7.03030303030303,2.9515942030794764,100,66,34,5114.0,0.11337051978374503,34,5114.0,-1.5799999999999983,-51.14
225.0,38,638.0,9.666666666666666,3.0090702395053426,104,66,38,5288.0,0.16233942015899844,38,5288.0,-1.740000000000002,-52.88
230.0,45,843.0,12.582089552238806,1.9244099665638443,107,67,45,5493.0,0.10417716189889678,45,5493.0,-2.049999999999997,-54.93
235.0,60,1107.0,15.591549295774648,1.3266315886389337,108,71,60,5759.0,0.051705601723721156,60,5759.0,-2.6600000000000037,-57.59
240.0,55,1222.0,17.211267605633804,1.8296244521562188,109,71,55,5968.0,0.08183183321980284,55,5968.0,-2.0899999999999963,-59.68
245.0,54,1477.0,20.51388888888889,2.3851571021815907,110,72,54,6142.0,0.08642634964422002,54,6142.0,-1.740000000000002,-61.42
250.0,54,1736.0,24.450704225352112,2.1566132241079394,113,71,54,6398.0,0.059182725338455956,54,6398.0,-2.559999999999995,-63.98
255.0,55,2011.0,27.54794520547945,2.457189913056152,117,73,55,6671.0,0.07236731867846327,55,6671.0,-2.729999999999997,-66.71
260.0,49,1986.0,26.83783783783784,2.976649649072497,120,74,49,6498.0,0.13406766470998266,49,6498.0,1.7299999999999898,-64.98
265.0,45,1747.0,23.931506849315067,3.4313768032564997,123,73,45,5880.0,0.15575399300751214,45,5880.0,6.180000000000007,-58.8
270.0,33,1121.0,16.485294117647058,3.0993765431630345,128,68,33,5388.0,0.12804538620893924,33,5388.0,4.919999999999995,-53.88
275.0,23,311.0,4.641791044776119,3.5065983333015205,133,67,23,5083.0,0.16612243207279362,23,5083.0,3.0500000000000043,-50.83
280.0,23,154.0,2.298507462686567,3.3998126195393175,135,67,23,5167.0,0.17078454877873517,23,5167.0,-0.8400000000000034,-51.67
285.0,35,291.0,4.279411764705882,2.6788214649717332,139,68,35,5279.0,0.1050764638355998,35,5279.0,-1.1199999999999974,-52.79
290.0,44,485.0,6.466666666666667,2.437646507134161,141,75,44,5474.0,0.07169789359247393,44,5474.0,-1.9500000000000028,-54.74
295.0,53,730.0,9.35897435897436,2.749566323194002,144,78,53,5721.0,0.11361277262747603,53,5721.0,-2.469999999999999,-57.21
300.0,57,1009.0,14.01388888888889,2.242682013342178,150,72,57,6000.0,0.10696978835606369,57,6000.0,-2.789999999999999,-60.0
305.0,56,1157.0,16.295774647887324,1.3048730117996519,153,71,56,6069.0,0.06308903984924608,56,6069.0,-0.6899999999999977,-60.69
310.0,49,1240.0,16.756756756756758,2.267048383768973,154,74,49,5982.0,0.09320528101448528,49,5982.0,0.8699999999999974,-59.82
315.0,48,1242.0,16.56,2.243163375787033,155,75,48,5752.0,0.09401042843719608,48,5752.0,2.299999999999997,-57.52
320.0,49,1167.0,15.56,2.450811113194018,157,75,49,5062.0,0.08918701148784572,49,5062.0,6.900000000000006,-50.62
325.0,47,941.0,12.220779220779221,2.0601545221045408,161,77,47,5254.0,0.0823099829120004,47,5254.0,-1.9200000000000017,-52.54
330.0,37,835.0,10.986842105263158,3.207826486371846,164,76,37,5396.0,0.15548520968141638,37,5396.0,-1.4200000000000017,-53.96
335.0,34,738.0,9.84,3.075406363488526,167,75,34,5099.0,0.15756509177158967,34,5099.0,2.969999999999999,-50.99
340.0,40,858.0,10.860759493670885,2.697900668476435,169,79,40,4387.0,0.10073879911583555,40,4387.0,7.1200000000000045,-43.87
345.0,35,966.0,12.227848101265822,2.72271015838429,173,79,35,4120.0,0.10431729393299759,35,4120.0,2.6699999999999946,-41.2
350.0,36,1105.0,14.35064935064935,2.859882144435803,179,77,36,4266.0,0.13495134588226895,36,4266.0,-1.4599999999999937,-42.66
355.0,42,1059.0,13.576923076923077,2.6597409235486427,180,78,42,4239.0,0.11272049760922356,42,4239.0,0.269999999999996,-42.39
360.0,43,994.0,12.582278481012658,2.8337636327620115,183,79,43,4079.0,0.09913798632460952,43,4079.0,1.6000000000000014,-40.79
365.0,44,1164.0,13.857142857142858,2.659652931350352,188,84,44,4218.0,0.10689545889500944,44,4218.0,-1.3900000000000006,-42.18
370.0,53,1391.0,16.55952380952381,3.1241367626162133,191,84,53,4426.0,0.13002011612492978,53,4426.0,-2.0799999999999983,-44.26
375.0,59,1640.0,20.246913580246915,1.7270538258078032,196,81,59,4600.0,0.0377636433334163,59,4600.0,-1.740000000000002,-46.0
380.0,61,1931.0,23.839506172839506,2.0949146027114938,200,81,61,4761.0,0.06393324606904575,61,4761.0,-1.6099999999999994,-47.61
385.0,59,2178.0,26.5609756097561,2.3494444324649013,202,82,59,5025.0,0.08345744755785417,59,5025.0,-2.6400000000000006,-50.25
390.0,58,2465.0,31.602564102564102,2.5648313556960485,206,78,58,5283.0,0.08441456848666326,58,5283.0,-2.5799999999999983,-52.83
395.0,55,2463.0,32.4078947368421,1.7843519064736477,210,76,55,5049.0,0.049947046611480174,55,5049.0,2.3399999999999963,-50.49
400.0,52,2274.0,28.074074074074073,2.5380589231115045,213,81,52,4316.0,0.10116800757973032,52,4316.0,7.330000000000005,-43.16
405.0,40,2102.0,26.275,3.6003894561337377,216,80,40,4033.0,0.17031503890272665,40,4033.0,2.8299999999999983,-40.33
410.0,35,1860.0,24.155844155844157,2.931957203087582,221,77,35,4181.0,0.12427890282231377,35,4181.0,-1.480000000000004,-41.81
415.0,41,1767.0,23.25,2.4240786580351994,224,76,41,4306.0,0.09440659033671023,41,4306.0,-1.25,-43.06
